42831e26-7044-49fe-a1b8-fd45d03925b5 ai5flye6t910z-ats.iot.eu-west-1.amazonaws.com {'ca': 'AmazonRootCA1.pem', 'private': 'private.key', 'certificate': 'certificate.pem'} device_2 data
Trying to setup Device
Setup Done
Trying to connect
Connected
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:40:56.787442', 'flow': 75, 'temperature': 17, 'humidity': 62, 'sound': 106}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:41:06.871197', 'flow': 88, 'temperature': 16, 'humidity': 73, 'sound': 105}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:41:16.972698', 'flow': 97, 'temperature': 20, 'humidity': 72, 'sound': 113}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:41:27.023808', 'flow': 74, 'temperature': 26, 'humidity': 69, 'sound': 113}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:41:37.096004', 'flow': 89, 'temperature': 19, 'humidity': 73, 'sound': 129}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:41:47.140631', 'flow': 71, 'temperature': 23, 'humidity': 78, 'sound': 119}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:41:57.190975', 'flow': 60, 'temperature': 31, 'humidity': 53, 'sound': 117}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:42:07.230310', 'flow': 100, 'temperature': 20, 'humidity': 58, 'sound': 107}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:42:17.269611', 'flow': 95, 'temperature': 17, 'humidity': 73, 'sound': 134}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:42:27.315102', 'flow': 75, 'temperature': 26, 'humidity': 80, 'sound': 103}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:42:37.359658', 'flow': 93, 'temperature': 30, 'humidity': 69, 'sound': 105}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:42:47.409384', 'flow': 98, 'temperature': 15, 'humidity': 50, 'sound': 130}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:42:57.453689', 'flow': 99, 'temperature': 17, 'humidity': 51, 'sound': 125}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:43:07.513776', 'flow': 95, 'temperature': 21, 'humidity': 64, 'sound': 123}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:43:17.552587', 'flow': 91, 'temperature': 20, 'humidity': 56, 'sound': 120}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:43:27.589732', 'flow': 63, 'temperature': 16, 'humidity': 73, 'sound': 117}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:43:37.631299', 'flow': 97, 'temperature': 16, 'humidity': 71, 'sound': 105}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:43:47.669948', 'flow': 64, 'temperature': 29, 'humidity': 56, 'sound': 117}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:43:57.729504', 'flow': 69, 'temperature': 15, 'humidity': 59, 'sound': 130}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:44:07.769870', 'flow': 79, 'temperature': 28, 'humidity': 74, 'sound': 116}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:44:17.818996', 'flow': 86, 'temperature': 31, 'humidity': 51, 'sound': 111}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:44:27.872482', 'flow': 65, 'temperature': 28, 'humidity': 77, 'sound': 122}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:44:37.921112', 'flow': 94, 'temperature': 20, 'humidity': 52, 'sound': 118}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:44:47.980065', 'flow': 74, 'temperature': 15, 'humidity': 61, 'sound': 128}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:44:58.025961', 'flow': 92, 'temperature': 25, 'humidity': 72, 'sound': 135}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:45:08.073904', 'flow': 69, 'temperature': 29, 'humidity': 52, 'sound': 103}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:45:18.134493', 'flow': 60, 'temperature': 22, 'humidity': 86, 'sound': 100}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:45:28.181659', 'flow': 78, 'temperature': 18, 'humidity': 81, 'sound': 121}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:45:38.230334', 'flow': 64, 'temperature': 26, 'humidity': 89, 'sound': 129}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:45:48.274951', 'flow': 87, 'temperature': 30, 'humidity': 75, 'sound': 117}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:45:58.325236', 'flow': 96, 'temperature': 34, 'humidity': 89, 'sound': 140}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:46:08.423784', 'flow': 70, 'temperature': 18, 'humidity': 67, 'sound': 135}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:46:18.475904', 'flow': 90, 'temperature': 29, 'humidity': 76, 'sound': 133}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:46:28.530231', 'flow': 64, 'temperature': 26, 'humidity': 57, 'sound': 106}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:46:38.688350', 'flow': 86, 'temperature': 24, 'humidity': 81, 'sound': 122}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:46:48.747376', 'flow': 84, 'temperature': 28, 'humidity': 78, 'sound': 121}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:46:58.800901', 'flow': 73, 'temperature': 31, 'humidity': 59, 'sound': 108}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:47:08.847703', 'flow': 78, 'temperature': 28, 'humidity': 81, 'sound': 114}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:47:18.899311', 'flow': 77, 'temperature': 21, 'humidity': 79, 'sound': 113}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:47:28.942983', 'flow': 99, 'temperature': 19, 'humidity': 75, 'sound': 140}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:47:39.002372', 'flow': 69, 'temperature': 30, 'humidity': 70, 'sound': 130}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:47:49.049803', 'flow': 89, 'temperature': 33, 'humidity': 64, 'sound': 109}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:47:59.094910', 'flow': 66, 'temperature': 23, 'humidity': 80, 'sound': 115}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:48:09.164455', 'flow': 63, 'temperature': 28, 'humidity': 57, 'sound': 100}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:48:19.216308', 'flow': 88, 'temperature': 17, 'humidity': 90, 'sound': 120}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:48:29.266470', 'flow': 76, 'temperature': 32, 'humidity': 66, 'sound': 115}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:48:39.330437', 'flow': 84, 'temperature': 26, 'humidity': 89, 'sound': 114}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:48:49.447191', 'flow': 99, 'temperature': 35, 'humidity': 56, 'sound': 126}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:48:59.502683', 'flow': 60, 'temperature': 15, 'humidity': 88, 'sound': 102}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:49:09.555795', 'flow': 71, 'temperature': 15, 'humidity': 64, 'sound': 101}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:49:19.603751', 'flow': 73, 'temperature': 26, 'humidity': 72, 'sound': 102}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:49:29.652345', 'flow': 90, 'temperature': 25, 'humidity': 59, 'sound': 140}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:49:39.739026', 'flow': 78, 'temperature': 15, 'humidity': 62, 'sound': 117}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:49:49.787932', 'flow': 61, 'temperature': 23, 'humidity': 64, 'sound': 128}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:49:59.831566', 'flow': 95, 'temperature': 25, 'humidity': 50, 'sound': 133}
{'device_id': 'device_2', 'timestamp': '2020-05-04 12:50:09.883186', 'flow': 100, 'temperature': 29, 'humidity': 54, 'sound': 112}
