cb32f766-e0e0-47f8-b9b2-be3a8f4d7e4b ai5flye6t910z-ats.iot.eu-west-1.amazonaws.com {'ca': 'AmazonRootCA1.pem', 'private': 'private.key', 'certificate': 'certificate.pem'} device_1 data
Trying to setup Device
Setup Done
Trying to connect
Connected
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:40:53.899105', 'flow': 95, 'temperature': 23, 'humidity': 68, 'sound': 133}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:41:03.939750', 'flow': 62, 'temperature': 32, 'humidity': 62, 'sound': 140}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:41:13.984183', 'flow': 90, 'temperature': 18, 'humidity': 70, 'sound': 119}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:41:24.032118', 'flow': 99, 'temperature': 35, 'humidity': 78, 'sound': 137}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:41:34.078771', 'flow': 69, 'temperature': 21, 'humidity': 87, 'sound': 136}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:41:44.121656', 'flow': 61, 'temperature': 16, 'humidity': 51, 'sound': 114}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:41:54.161768', 'flow': 95, 'temperature': 34, 'humidity': 59, 'sound': 101}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:42:04.220422', 'flow': 89, 'temperature': 34, 'humidity': 58, 'sound': 109}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:42:14.260438', 'flow': 85, 'temperature': 29, 'humidity': 52, 'sound': 115}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:42:24.321644', 'flow': 63, 'temperature': 35, 'humidity': 77, 'sound': 124}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:42:34.374507', 'flow': 77, 'temperature': 19, 'humidity': 72, 'sound': 106}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:42:44.415205', 'flow': 82, 'temperature': 25, 'humidity': 80, 'sound': 136}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:42:54.456520', 'flow': 94, 'temperature': 27, 'humidity': 55, 'sound': 104}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:43:04.499225', 'flow': 99, 'temperature': 31, 'humidity': 75, 'sound': 132}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:43:14.540023', 'flow': 68, 'temperature': 33, 'humidity': 63, 'sound': 122}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:43:24.584647', 'flow': 100, 'temperature': 15, 'humidity': 78, 'sound': 132}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:43:34.633502', 'flow': 86, 'temperature': 30, 'humidity': 70, 'sound': 100}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:43:44.738296', 'flow': 66, 'temperature': 20, 'humidity': 64, 'sound': 118}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:43:54.775138', 'flow': 61, 'temperature': 33, 'humidity': 70, 'sound': 131}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:44:04.818779', 'flow': 95, 'temperature': 15, 'humidity': 86, 'sound': 125}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:44:14.884123', 'flow': 78, 'temperature': 32, 'humidity': 58, 'sound': 115}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:44:24.952129', 'flow': 80, 'temperature': 21, 'humidity': 86, 'sound': 127}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:44:35.004152', 'flow': 67, 'temperature': 23, 'humidity': 57, 'sound': 114}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:44:45.054277', 'flow': 90, 'temperature': 15, 'humidity': 60, 'sound': 115}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:44:55.148161', 'flow': 63, 'temperature': 20, 'humidity': 90, 'sound': 126}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:45:05.196592', 'flow': 81, 'temperature': 23, 'humidity': 68, 'sound': 112}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:45:15.239280', 'flow': 60, 'temperature': 25, 'humidity': 65, 'sound': 128}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:45:25.296702', 'flow': 94, 'temperature': 16, 'humidity': 63, 'sound': 132}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:45:35.351624', 'flow': 93, 'temperature': 28, 'humidity': 78, 'sound': 110}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:45:45.398385', 'flow': 80, 'temperature': 19, 'humidity': 57, 'sound': 109}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:45:55.452288', 'flow': 83, 'temperature': 33, 'humidity': 55, 'sound': 100}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:46:05.519318', 'flow': 64, 'temperature': 17, 'humidity': 52, 'sound': 109}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:46:15.601743', 'flow': 94, 'temperature': 32, 'humidity': 70, 'sound': 128}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:46:25.670244', 'flow': 98, 'temperature': 34, 'humidity': 88, 'sound': 110}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:46:35.716132', 'flow': 85, 'temperature': 16, 'humidity': 89, 'sound': 108}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:46:45.762391', 'flow': 82, 'temperature': 20, 'humidity': 65, 'sound': 113}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:46:55.815416', 'flow': 98, 'temperature': 20, 'humidity': 75, 'sound': 102}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:47:05.860265', 'flow': 64, 'temperature': 31, 'humidity': 72, 'sound': 102}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:47:15.914208', 'flow': 83, 'temperature': 24, 'humidity': 68, 'sound': 115}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:47:25.980367', 'flow': 90, 'temperature': 29, 'humidity': 54, 'sound': 110}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:47:36.025314', 'flow': 83, 'temperature': 30, 'humidity': 88, 'sound': 126}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:47:46.085542', 'flow': 76, 'temperature': 29, 'humidity': 67, 'sound': 121}
{'device_id': 'device_1', 'timestamp': '2020-05-04 12:47:56.141379', 'flow': 83, 'temperature': 30, 'humidity': 56, 'sound': 123}
